,title,yes_disaster
4034,Winter storm watch in place for Northeast as snowstorm arrives Saturday,1
4035,"Eagles unaffected by Los Angeles-area wildfires; Rams cancel practice, move indoors - Philly.com",1
4036,13-year-old boy is found dead 5 days after he ran away from home during a snowstorm after his parents took away his phone,0
4037,Weather warning: 5-10 cm of snow could fall over parts of Metro Vancouver - CTV News,1
4038,"National After killing 7 in the Midwest, winter storm to hit DC and surrounding areas CNN - WCPO",1
4039,"Polar plunge: Record low temperatures roll into Midwest, East behind snowstorm",1
4040,Snowstorm causing headaches in Midwest on one of busiest travel days of year,1
4041,"WNBA gave the Las Vegas Aces a loss after they forfeited a game following 25 hours of flight delays, and it could lead to a bigger argument over travel",0
4042,"Save $850 on a Dell Gaming Laptop, plus more of today's top tech deals",0
4043,Could Scientists Use Silver Iodide to Make Snow for the Olympics?,0
4044,Bitter cold stretches all the way to Florida; warm days ahead,1
4045,"Apex Legends is a better battle royale, but I’d rather hang out in Fortnite",0
4046,Pope Francis Prays For Victims of California Wildfires,1
4047,Watch Russian dancers float across the stage doing a traditional Beryozka dance,0
4048,This U.S. Airline Stranded More Than 200 Passengers in Mexico (and Never Came Back To Pick Them Up),0
4049,The 10 most important things in the world right now,0
4050,"Meghan Markle wore a flowing dress with voluminous sleeves and $12,000 earrings during her royal tour of Morocco",0
4051,Sophie Turner says that her upcoming wedding to Joe Jonas is going to be 'intimate' and 'as low-key as possible',0
4052,Ominous Views of Japan's New Concrete Seawalls,0
4053,Comic-Con 2018: What We're Most Looking Forward to at This Year's Convention,0
4054,AccuWeather error sends false tsunami warnings along the East Coast,0
4055,No Job for Humans: The Robot Assault on Fukushima,0
4056,How to Help Victims of the Indonesia Earthquake and Tsunami,0
4057,"Major Earthquake Shakes Anchorage, Raising Tsunami Alert",1
4058,Why Even a Baby Tsunami Can Trigger a Warning,0
4059,"Destroyed in Tsunami, a Temple Is Reborn",1
4060,Magnitude 7 Earthquake Shakes Anchorage,1
4061,Alaska Earthquake Prompts Tsunami Warning,1
4062,Alaska quake prompts tsunami alert,1
4063,Oopsies! Accidental tsunami warning freaks out East Coast,0
4064,Ancient Mass Graves Could Be Filled With Tsunami Victims,1
4065,Fukushima disaster: Touring a destroyed school,0
4066,A powerful earthquake in Alaska didn’t trigger a big tsunami — here’s why,0
4067,How to Help Survivors of the Tsunami in Indonesia,1
4068,Prisma’s style transfer tech creeps into kids’ books,0
4069,California Today: California Today: A Final State of the State From Jerry Brown,0
4070,How a Mudslide Becomes a Deadly Tsunami of Rocks and Sludge,0
4071,Tsunami warning systems: How reliable are they?,0
4072,8.2-magnitude quake strikes off Alaska coast,0
4073,Powerful undersea earthquake prompts Alaska residents to scramble for higher ground,1
4074,A Volcano Just Erupted in Tsunami-Rattled Indonesia,1
4075,Strong earthquake hits southern Mexico,1
4076,Hawaii Launches Long-Term Care Program,0
4077,False Tsunami Warning Scares the Shit Out of People Across the Country,0
4078,Scientists Surprised by Power of Indonesia Tsunami,1
4079,Scientists Surprised by Power of Indonesia Tsunami,1
4080,Deadly Earthquake and Tsunami Hit Indonesia,1
4081,How to Help Survivors of the Indonesia Earthquake and Tsunami,0
4082,Here’s How Engineers Dream of Stopping Tsunamis,0
4083,Nissan is using recycled Leaf batteries to power street lights,0
4084,Indonesia tsunami: New warning system 'to be built next year',1
4085,Indonesian quake: Bodies found in church buried by landslide,1
4086,How an Earthquake in Japan Triggered an Algae Invasion in the Pacific Northwest,0
4087,Indonesia's Tsunami-Detection Buoys Haven't Worked In Years,1
4088,Review Finds ‘Tsunami’ of Fixed Matches in Lower Levels of Tennis,0
4089,"Indonesia Tsunami Death Toll Almost Doubles, Rises to More Than 420",1
4090,Magnitude 7.8 quake strikes off Central America: USGS,1
4091,"At Least 222 Are Dead After Tsunami Crashes Into Indonesia, With Death Toll Expected to Rise",1
4092,What to Do When an Earthquake Warning Goes Off,0
4093,Incredibly detailed satellite images show volcano's collapse after volcanic tsunami,0
4094,Fukushima nuclear disaster: Abandoned town allows first residents home,0
4095,Florida City Has Been Accidentally Sending Out Zombie Alert Messages Since Hurricane Irma,0
4096,The Best Way to Keep Democrats From Blowing This Election,0
4097,‘I Can Smell the Bodies’: The Struggle to Find the Dead in Indonesia,1
4098,Planet satellites get clear view of Anak Krakatau volcano,1
4099,News Analysis: Should We Contact Isolated Tribes?,0
4100,Tsunami alert after New Caledonia quake,1
4101,Indonesia quake death toll 'at least 832',1
4102,"Hundreds Confirmed Dead in Indonesian Tsunami, With Officials Warning Toll Will Rise",1
4103,"Tsunami strikes without warning, killing 222",1
4104,Why Sulawesi's tsunami is puzzling scientists,0
4105,Fukushima child statue: Residents complain about radiation suit,0
4106,"Indonesia Tsunami and Quake Devastate an Island, Killing Hundreds",1
4107,Satellite Images Show Shattered Remains of Indonesia’s Tsunami-Causing Volcano,1
4108,Indonesia tsunami: Death toll from Anak Krakatau volcano rises,1
4109,Dozens of Stranded Sea Turtles Rescued After Indonesian Tsunami,1
4110,Tsunami Triggered by Volcano Kills at Least 43 in Indonesia,1
4111,Japan's Yoshitaka Sakurada resigns as Olympics minister,0
4112,How Volcanic Activity Can Spawn Tsunamis,0
4113,Torrents of 'liquid soil' washed away buildings in Indonesia,1
4114,"Facebook invites Google, Twitter and others to discuss election meddling",0
4115,"An Indonesian tsunami's devastation captured in new, horrifying video",1
4116,"False Tsunami Warning Sent To the East Coast, Gulf of Mexico and Caribbean",0
4117,7.3-magnitude quake reported along Venezuelan coast,1
4118,"Brett Kavanaugh, Tsunami, Elon Musk: Your Weekend Briefing",1
4119,"Indonesia Faces Long Road to Recovery After Earthquake and Tsunami Claim 2,000 Lives",1
4120,How you can help victims of Indonesia's earthquake and tsunami,0
4121,Powerful Earthquakes Strike Off Coast of Indonesia,1
4122,Giant Iceberg Looming Over Greenland Village Is the Perfect Metaphor for 2018,0
4123,"Sessions, Pence, Oscars: Your Tuesday Evening Briefing",0
4124,Indonesia earthquake and tsunami: Dead buried in mass grave,1
4125,"More than 1,200 were killed in Indonesia quake and tsunami",1
4126,Magnitude 7.6 quake hits in Caribbean north of Honduras - WPXI Pittsburgh,1
4127,Huge Indonesia earthquake rocks Lombok island,1
4128,Magnitude 7.1 Earthquake Strikes Peru,1
4129,Fears of new Indonesia tsunami as Anak Krakatau volcano seethes,1
4130,"The Latest: Tsunami threat cancelled for Peru, Chile - SFGate",1
4131,"Fred Trump, M.L.B., Lady Gaga: Your Wednesday Briefing",0
4132,Tsunami-like magnetic waves have been found on Ganymede,1
4133,A Regulatory Tsunami Is Coming: Are You Prepared?,0
4134,You Can't Take Back What You've Already Said,0
4135,Magnitude 7.6 Quake Strikes the Caribbean Sea Off Coast of Honduras,1
4136,Indonesia hunts for survivors as volcano tsunami toll nears 400 - ABS-CBN News,1
4137,"U.S. Pacific Northwest under-prepared for tsunamis, experts say",1
4138,"Powerful Earthquake Hits Taiwan, Partially Collapses Hotel",1
4139,"A Desperate Search for Survivors as the Earthquake, Tsunami Claims 1234 Lives in Indonesia - The Weather Channel",1
4140,False Tsunami Warning Issued Across The East Coast And Caribbean,1
4141,The underground ice wall defending Fukushima’s nuclear power plant - CNET,1
4142,Tsunami warning for Alaska and entire US west coast after 8.2-magnitude earthquake at sea,1
4143,Magnitude 7.0 Earthquake Shakes Alaska; Tsunami Warning In Effect,1
4144,The National Weather Service Accidentally Sent a Tsunami Warning to Phones Across the Country,1
4145,Indonesian rescuers struggle against heavy rain to reach tsunami-hit villages - ABS-CBN News,1
4146,"Quake Hits Indonesia, and Deaths Are Reported",1
4147,"Powerful Earthquake Hits Japan, Leaving Millions of Households Without Power",1
4148,Indonesia searches for tsunami victims; death toll hits 373 - CTV News,1
4149,5.8 Magnitude Earthquake Strikes Off Northern California Coast: USGS - NBC Bay Area,1
4150,Sudden tsunami turns a perfect night into 'a nightmare' in Indonesia - The Globe and Mail,1
4151,PSA: No India hasn’t banned Bitcoin — but it’s still talking tough on crypto,0
4152,"Oops, tsunami warning issued across U.S. was just a test",1
4153,This Interactive Tool Helps You Craft Better Apologies,0
4154,Massive 11-million-ton iceberg towers over little village in Greenland,0
4155,Would You Play Ball at Fukushima?,0
4156,The hardest part of preparing for disasters is overcoming human nature,0
4157,Indonesia's latest tsunami raises global questions over disaster preparedness,1
4158,"Sick, hungry Indonesia tsunami survivors cram shelters - ABS-CBN News",1
4159,Factbox: Indonesia regularly hit by quakes and tsunamis,1
4160,"Hard-hit Indonesian city buries its dead as death toll from earthquake, tsunami tops 840 - Chicago Tribune",1
4161,7.1 Magnitude Earthquake Strikes Near Coast of Peru - The Weather Channel,1
4162,Indonesia counts the cost of a tardy response - Asia Times,1
4163,Top Stories: Federal Government Reopens; Tsunami Alert Downgraded,1
4164,Colin Kaepernick’s Nike ad has become a full-on meme,0
4165,"Indonesia Earthquake, Tsunami Causes Major Damage on Sulawesi Island - The Weather Channel",1
4166,Think You Know This Photograph? Take Another Look,0
4167,Brazil fire: São Paulo building collapses in huge blaze,1
4168,Tsunami kills at least 373 in Indonesia: official,1
4169,"Hundreds killed by Indonesian quake, tsunami, with toll seen rising",1
4170,"Anger, dismay as Indonesia says search for quake victims to end",1
4171,"Power restored to Indonesian quake city, but fate of thousands unknown",1
4172,"Asia and Australia Edition: Afghanistan, Davos, Larry Nassar: Your Thursday Briefing",0
4173,"Massive quake hits west of Oregon, about 600 km from BC - The Weather Network",1
4174,Indonesian quake survivors scavenging in 'zombie town'; president ramps up aid,1
4175,"Armenian Protest Leader Loses Bid For Premier, Warns Of A 'Political Tsunami'",0
4176,Anak Krakatau: Volcanologist explains Indonesia eruption images,0
4177,This mountaineer captured a stunning timelapse of a 'tsunami from heaven' — and people are in awe,0
4178,"Death toll jumps to 384 after tsunami, quake in Indonesia",1
4179,News Analysis: It’s Bibi’s Israel Now,0
4180,Russia Pulls Out of Nuclear Treaty in ‘Symmetrical’ Response to U.S. Move,0
4181,Trying to Change Pro Tennis One Signature at a Time,0
4182,Rescue Efforts Underway After Tsunami Hit Indonesia Without Warning,1
4183,Tsunami warning issued after magnitude-7 quake rocks Indonesian island near Bali,1
4184,"Quake, tsunami kills at least 30 on Indonesia's Sulawesi island",1
4185,Tesla stores in China are reportedly seeing a tsunami of Model 3 orders - Teslarati,0
4186,Strong earthquake strikes in the South Pacific near New Caledonia,1
4187,How Final Fantasy XIV's Giant Moogle Boss Came To Be,0
4188,"United Kingdom Faces ‘Political Tsunami’ If Brexit Is Halted, British Minister Says",0
4189,How the Great Molasses Flood of 1919 Made the World a Little Bit Safer,0
4190,Hawaii's Kilauea Volcano Has Likely Now Destroyed at Least 350 Homes on Big Island,1
4191,You'll still get NOAA weather forecasts and warnings during the government shutdown,0
4192,Rescuers dig through rubble for survivors after Indonesian tsunami kills 280,1
4193,At Least 1 Dead in Peru After 7.1 Magnitude Earthquake,1
4194,Video shows the 5.3-magnitude Channel Islands earthquake rocking a nest full of baby eagles,1
4195,"Death toll from Indonesian quake, tsunami rises to 832: agency",1
4196,5 Ways Retailers Can Prepare for the Post-Christmas Tsunami (as in Holiday Returns),0
4197,"Rescuers search for survivors of Indonesian quake, tsunami",1
4198,"Indonesia searches for survivors after powerful quake, tsunami",1
4199,"Photos from Deadly Indonesia Earthquake, Tsunami Show Incredible Devastation - The Weather Channel",1
4200,Indonesia tsunami survivors hold vigil at Christmas mass,1
4201,Indonesia to accept international help after devastating quake and tsunami,1
4202,Mother Buys Weekly Manga In Memory Of Her Deceased Son,0
4203,AccuWeather Blames National Weather Service for False Alarm Tsunami Warning,1
4204,"Indonesia steps up race to find survivors as quake toll passes 1,200",1
4205,"Strong quake, tsunami in Indonesia's Sulawesi island kill at least 30",1
4206,Indonesian leader says 'everyone must be found' as scale of quake disaster emerges,1
4207,"Devastation emerges from deadly Indonesian earthquake: At least 1,200 killed, disaster agency says early detection system failed",1
4208,Indonesia orders flights to stay away after a devastating tsunami killed more than 430 people without warning,1
4209,"Earthquake Shakes Southern California; No Injuries Reported, But Historic Ranch Damaged in 5.3 Magnitude Tremor - The Weather Channel",1
4210,"Where Indonesia Quake Turned Ground to Jelly, People and Homes Are Unaccounted For",1
4211,How to help Indonesia tsunami victims: 8 things you can do that take less than 8 minutes,0
4212,Dozens missing after strong Japan earthquake and mudslides,1
4213,"Japan marks 7th anniversary of tsunami that killed 18,000",1
4214,Indonesian rescuers hold hope for survivors as scale of disaster emerges,1
4215,Twitter is (finally) cracking down on bots,0
4216,"5,000 people may still be missing in Indonesia following a devastating tsunami and earthquake",1
4217,Why Inmates Set Free After The Indonesia Quake Are Returning To Their Prison,0
4218,A Deadly Tsunami of Fire,1
4219,Op-Ed Contributor: Maybe Trump Is Not Mentally Ill. Maybe He’s Just a Jerk.,0
4220,What summer slowdown? Here’s the news tsunami that hit us this week,0
4221,"Indonesian Tsunami: Death Toll Hits 1,200; Survivors Desperate For Aid",1
4222,6.9 Magnitude Earthquake Kills At Least 82 in Indonesia a Week After Another Deadly Temblor - The Weather Channel,1
4223,Papua New Guinea earthquake: Tens of thousands need urgent aid,1
4224,"Grieving Is Hard, Long Work. Could Technology Help?",0
4225,8.2 Magnitude Quake in Alaska Triggers Tsunami Warning,1
4226,Tennis match-fixing investigators detain 13 in Belgium raids,0
4227,"Nafta, Brett Kavanaugh, Nobel Prize: Your Monday Briefing",0
4228,Strong quake rattles Indonesia's Java island; at least 2 dead,1
4229,Indonesian tsunami death toll reaches 280 as Médecins Sans Frontières reports the count will rise for several more days,1
4230,"Children return to schools in Indonesia quake city to clean up, find friends",1
4231,Schools in Indonesia quake city begin counting how many children will be back,1
4232,"With Kennedy’s Retirement, Trump Inherits a Tsunami of Power",0
4233,Opinion: No excuse for delay in reuniting families,0
4234,Album: A View of Historic Harlem That’s Not on the Walking Tour,0
4235,‘Get to Higher Ground Immediately.’ Tsunami Warning in Alaska After Massive 8.2-Magnitude Earthquake Off Kodiak,1
4236,Here's Why Wells Fargo Customers Couldn't Get Their Cash,0
4237,Japan’s Olympics Chief Faces Corruption Charges in France,0
4238,"Swing district poll suggests that progressive policies could deliver a 2018 ""blue tsunami""",0
4239,"Wisdom The Albatross, World's Oldest Wild Bird, Lays Another Egg",0
4240,Brazil mining dam collapse leaves '200 missing',0
4241,Two dead amid California heavy rains and mudslides,1
4242,SoCal crews struggle to clear mud from Hwy. 101 - The Mercury News,1
4243,"Indonesia volcano forces mass evacuation, shuts Bali airport - SFGate",1
4244,California mudslides sweep away car in shocking video caught by firefighters - Fox News,1
4245,Mudslide-devastated California towns brace for downpour,1
4246,101 Freeway in Santa Barbara County Reopens After Being Blocked by Deadly Mudslides - KTLA,1
4247,California highway swamped by deadly mudslides reopens - San Francisco Chronicle,1
4248,Bali volcano erupting; 59000 travelers stranded by airport closure - The Mercury News,1
4249,Southern California wildfires paved the way for deadly mudslides,1
4250,California: Rescuers search for mudslide survivors,1
4251,Photos: Deadly mudslides in southern California,1
4252,‘The Kindergarten Teacher’ To Open Hamptons Film Festival,0
4253,"Flooding, mud traps LAPD cruiser in La Tuna Canyon",1
4254,"Indonesia Tries To Evacuate 100,000 People Away From Erupting Volcano On Bali",1
4255,"Southern California Edison power lines sparked deadly Thomas fire, investigators find",0
4256,Hawaii and Guatemala aren’t the only tourist destinations with active volcanoes,0
4257,"13 dead in US rains, mudslide",1
4258,California mudslides kill at least 13 in region scorched by wildfires,1
4259,Turning Down TIME’s Request for Free ‘User-Generated Content’,0
4260,Eight Lives,0
4261,Pipeline construction halted in Virginia amid severe erosion,0
4262,Wildfires are to blame for California's mudslides,1
4263,Flood Insurance Only Works With the Right Type of Water Damage: What You Need to Know,0
4264,Stunning watercolour fresco discovered in the ancient ruins of Pompeii,0
4265,Philippines warns of volcanic mudflows from heavy rains,1
4266,California officials race to evacuate residents ahead of potential mudslides,1
4267,Weaving a new way of life,0
4268,Holiday business in Santa Barbara is completely different this year without a disaster burning - KEYT,0
4269,What Are Lahars? Guatemala's Mt Fuego May Cause Volcanic Mudflows With Deadly Speeds,1
4270,"Mudflow threat builds with more lava, debris from Mayon",1
4271,A year of fire and rain and the new normal,0
4272,"13 Dead, Dozens Injured As Massive Flooding Hits California",1
4273,California: Rescuers search for mudslide survivors - BBC News,1
4274,California mudslides: Officials scramble to clear debris before another storm hits - NBCNews.com,1
4275,Guatemala's Volcano of Fire wipes out entire villages,1
4276,"Indonesia volcano forces mass evacuation, shuts Bali airport",1
4277,"Here Is What A ""Supervolcano"" Actually Is, And What It's Definitely Not",0
4278,"Southern California mudslides wipe out homes, leaving 13 dead",1
4279,Pompeii: Archeologists Uncover New Finds in Ancient Roman City,0
4280,Atmospheric river pummels California,1
4281,California mudslides happened as cellphone alerts went out,1
4282,"SoCal storm creates a mess in Los Angeles, Orange counties - 10News",1
4283,"Mudslides, flooding still feared after heavy rain in wildfire-scorched SoCal areas",1
4284,"The Philippines is building a green, disaster-resilient city",0
4285,Two villages in Miri hit by floods and mudflows,1
4286,Tens of thousands stranded as Bali volcano closes airport,1
4287,"Montecito braced for fire, but mud was a more stealthy, deadly threat",0
4288,Rescue operations underway amid unrelenting devastation of volcano,1
4289,"Number of people missing in deadly Montecito slide reduced to five, officials say",0
4290,"Mudflow threat builds with more lava, debris from Philippine volcano",1
4291,California mudslides: Rescuer saves 'muddy doll' baby - BBC News,1
4292,New Pompeii Finds: ‘Full of Sensuality’ Fresco Uncovered in Ancient Roman City,0
4293,Is Vale Worth Digging?,0
4294,California mudslides: Search 'for a miracle' enters 3rd day,1
4295,"Montecito Photos And Videos Show Flooding, Mudslides In Southern California: 'It's Worse Than Anyone Imagined'",1
4296,"Indonesia Volcano Forces Mass Evacuation, Shuts Bali Airport",1
4297,AP Explains: A closer look at Guatemala’s Volcano of Fire,1
4298,"150,000 people to evacuate Bali volcano, airport to remain closed",1
4299,Butchered rhino a sign of early humans in the Philippines,1
4300,Tens of thousands stranded as Bali volcano closes airport,1
4301,"Essential California: State moves ahead with one delta tunnel, scaling back ambitious water delivery project",0
4302,Essential California: Silicon Valley may be headed for a reckoning,0
4303,Japan earthquake death toll rises,1
4304,Bali volcano - live updates: 'Imminent' Mount Agung eruption as tens of thousands flee danger zone,1
4305,Death toll from slides rises to 15 with daybreak air rescues set to begin in Montecito,1
4306,Pompeii city officials reveal new evacuation plan in case Mount Vesuvius erupts again,0
4307,Tens of thousands stranded as Bali volcano closes airport,1
4308,California mudslides: Where and why they happen - Fox News,1
4309,Thousands stranded in Bali as volcano spews ash,1
4310,Can a City be Disaster-Proof?,0
4311,A Short Talk With Legendary Nature Writer Ruth Kirk,0
4312,"California mudslides kill at least 13, demolish homes",1
4313,NASA satellite captures monster storm that drenched Bay Area and pummeled SoCal,1
4314,Phivolcs warns of catastrophic mudflow from Mayon,1
4315,These images show the mudslide devastation in California,1
4316,Death toll from Guatemala volcano rises to 33,1
4317,Volcano alert at highest level as danger zone grows,1
4318,Russia Will Fight Avalanches by Shooting Guns at Them,0
4319,"Two injured, two others missing after mudslide at Freeport's Grasberg mine",1
4320,"Mayon Volcano Eruption More Likely, Philippines Raises Threat Level, Widens Evacuation Area",1
4321,California mudslides kill eight people and spark evacuations in areas recently ravaged by wildfires,1
4322,Toll rises in Guatemala volcano as more bodies recovered,1
4323,California mudslide survivors recall when the 'mud came in an instant',1
4324,"Connelly: Trump wants to ax all federal money for NPR, PBS",0
4325,"Your Questions About The California Mudslides, Answered",0
4326,Death toll hits 15 in California mudslides; search goes on for survivors,1
4327,'Significant damage' in Alabama after storms hit Southeast,1
4328,Why The California Mudslides Have Been So Deadly,0
4329,Tens of thousands of travellers stranded in Bali over volcano threat,1
4330,Maggie Gyllenhaal’s ‘Kindergarten Teacher’ to open Hamptons Film Festival,0
4331,California mudslides: Rescuer saves 'muddy doll' baby,1
4332,WHAT DO WE KNOW ABOUT THE DESTRUCTION OF POMPEII?,0
4333,Several die as mud sweeps away homes in California wildfire burn areas,1
4334,"Indonesia volcano forces mass evacuation, shuts Bali airport",1
4335,Philippines raises volcano red alert at rumbling Mayon,1
4336,"150,000 people to evacuate Bali volcano, airport to remain closed",1
4337,Bali’s Agung volcano spews ash in fresh eruption,1
4338,Tens of thousands stranded as Bali volcano closes airport,1
4339,Flood situation improves,1
4340,AP Explains: A closer look at Guatemala's Volcano of Fire,0
4341,"Mudflow threat builds with more lava, debris from...",1
4342,County issued conflicting evacuation warnings before deadly Montecito mudslides,0
4343,Death toll from slides rises to 15 with air rescues set to begin in Montecito,1
4344,Brumadinho dam collapse: mining industry needs radical change to avoid future disasters,0
4345,"Lava, ash flows, mudslides and nasty gases: Good reasons to respect volcanoes",0
4346,December’s California wildfires lead to January’s deadly mudslides,0
4347,At least 69 dead after Guatemala’s volcanic eruption,1
4348,Thousands evacuated from lahar-prone areas in Albay ahead of ‘Amang’,1
4349,"Indonesia volcano forces mass evacuation, shuts Bali airport",1
4350,"Residents grieve, commit to rebuilding after mudslides",1
4351,"Bali volcano forces mass evacuation, shuts airport",1
4352,"'Pompeii continues to give us treasures': Archaeologists uncover new finds including 2,000 year-old frescoes and terra cotta vases after the eruption of Mount Vesuvius in 79 AD",0
4353,"Indonesia volcano forces mass evacuation, shuts Bali airport",1
4354,Tens of thousands stranded as Bali volcano closes airport,1
4355,California mudslide: Crews slowly making progress removing debris,1
4356,"17 dead in California mudslides, search continues",1
4357,"Indonesia volcano forces mass evacuation, shuts Bali airport",1
4358,"Bali volcano on highest eruption alert as 100,000 told to evacuate danger zone",1
4359,FROM THE ARCHIVES | The Calgary Xmas light display that gave Clark Griswold a run for his money,0
4360,Japan earthquake death toll rises,1
4361,"Eruption of Mount Vesuvius may have killed people by EXPLODING their heads, ancient skulls reveal",0
4362,"Bali volcano forces mass evacuation, shuts airport for second day",1
4363,The most active volcano in the Philippines could be on the verge of a major eruption,0
4364,First in series of winter storms causes traffic crashes and small mudflows in Southern California,1
4365,How a group of scientists are using the deadly Montecito mudflow to predict future disasters,0
4366,Toll rises in Guatemala volcano as more bodies recovered,1
4367,7 hospitalized 1 week after deadly California mudslides,1
4368,"Videos Show Mudslide Devastation In Fire-Ravaged Montecito, California",1
4369,Bali Volcano: Everything We Know About The Horrifying Eruption Of Mount Agung,0
4370,Philippines raises volcano alert level after lava flow,1
4371,"The 'decapitated man of Pompeii' WASN'T killed by a falling rock, archaeologists find",0
4372,Deadly mudslides sweep away homes in Southern California,1
4373,The house of a wealthy man who lived in the ancient city of Pompeii before it was buried by ash,0
4374,"The Latest: No initial reports of flooding, debris flows",1
4375,The Latest: Mudslides began before phone alerts were sent,1
4376,"The Latest: Suit targets utilities over wildfire,...",1
4377,SECURE SYNOPSIS: 29 MARCH 2019,0
4378,Archaeologists find street of balconies in Italy's Pompeii,0
4379,Toll rises in Guatemala volcano as more bodies recovered,1
4380,Volcanic tremors hinder search after deadly eruption in Japan,1
4381,Death Toll from Slides Rises to 15 with Air Rescues Set to Begin in Montecito,1
4382,"The Latest: California storm, mudslides death toll at 15",1
4383,Deadly 'debris flows' carved destructive California slides,1
4384,Bali volcano alert: Irish citizens receive assistance amid fears of 'imminent' major eruption,0
4385,"The Latest: California storm, mudslides death toll at 15",1
4386,Mount Agung eruption: Warning for Bali tourists as island's volcano spews ash,0
4387,PHOTOS: A Balinese volcano roars back to life after 50 years,0
4388,Philippines raises Mayon volcano alert level after lava flow,1
4389,Powerful storm threatens to swamp hard-hit California towns,1
4390,Mudslide losses top $421 million in hard-hit California...,1
4391,The Complete Guide To Becoming A Landlord: Operating As A Landlord,0
4392,Residents grieve and commit to rebuilding after mudslides,1
4393,Rob Lowe slams Bella Thorne's tweet about Santa Barbara traffic following fatal mudslides - AOL,1
4394,"After Fires, Thousands Evacuate In Southern Calif. Over Risk Of Mudslides",1
4395,The Latest: 48 people missing after California mudslides,1
4396,"Bali volcano: 59,000 stranded as airport shut; mass evacuation ordered",1
4397,Philippines warns of volcanic mudflows from heavy rains,1
4398,"Indonesia scientist predicted quake, government knew of risk",1
4399,Mudslide losses top $421 million in hard-hit California town,1
4400,"Victim search expands as California storm, mudslides...",1
4401,Evacuees leave hard-hit California towns as storm moves in,1
4402,'Mindblowing' Discovery Could Shake Up Evolution,0
4403,"Remains of an ancient Roman horse that died 2,000 years ago are found at Pompeii",0
4404,A volcanologist's take on Fuego eruption,0
4405,Eruption in Bali sees formation of new volcanic mudflow,1
4406,"Victim search expands as California storm, mudslides kill 13",1
4407,Idahome: Bikepacking in God’s Country – Aimee Gilchrist,0
4408,"Firefighters pull 14-year-old from home leveled in deadly California flooding, mudslides",1
4409,Tens of thousands of travellers stranded in Bali over...,1
4410,Rescue crews scramble to find missing in deadly California mudslides,1
4411,Evacuees leave hard-hit California towns as storm moves in,1
4412,Evacuees leave hard-hit California towns as storm moves in,1
4413,The Latest: Difficult search goes on in California...,1
4414,How Old Does the Earth Look?,0
4415,Indonesia orders mass evacuation as threat from erupting Bali volcano continues,1
4416,Here's Everything You Need to Know to Survive an Earthquake,0
4417,Biopunks are Pushing the Limits With Implants and DIY Drugs,0
4418,How to Help Victims of the Indonesia Earthquake and Tsunami,0
4419,What to Do When an Earthquake Warning Goes Off,0
4420,A powerful earthquake in Alaska didn’t trigger a big tsunami — here’s why,0
4421,There Is Now an Earthquake Early Warning App for Los Angeles,0
4422,The ancient earthquake detector that puzzled modern historians,0
4423,Earthquake Strikes Southern Mexico,1
4424,No Job for Humans: The Robot Assault on Fukushima,0
4425,Magnitude 7.1 Earthquake Strikes Peru,1
4426,How Alaska fixed its earthquake-shattered roads in just days,0
4427,"No, the Moon can’t help you predict the next earthquake",0
4428,Magnitude 7 Earthquake Shakes Anchorage,1
4429,Which Wifi Band Should I Use for My Devices?,0
4430,"Major Earthquake Shakes Anchorage, Raising Tsunami Alert",1
4431,Digital health investors are missing out on a big opportunity to bring healthtech to public schools,0
4432,Haiti struck by deadly earthquake,1
4433,Alaska Earthquake Prompts Tsunami Warning,1
4434,Deadly Earthquake and Tsunami Hit Indonesia,1
4435,California Today: California Today: Making Earthquake Safety More Intelligible,0
4436,New York Today: New York Today: A Little Quake,1
4437,"Earthquake in Delaware Rattles Region, but No Major Damage Is Reported",1
4438,"We still don't know how to predict major earthquakes, and it's possible we never will",0
4439,"Powerful Earthquake Hits Taiwan, Partially Collapses Hotel",1
4440,Strong earthquake hits southern Mexico,1
4441,"Photos of collapsed, cracked roads show the power of Alaska's earthquake",1
4442,Lombok earthquake: Destruction and death in Indonesia,1
4443,A Moment in Mexico: Ruptured City,0
4444,"Earthquake, Davos, Academy Awards: Your Tuesday Briefing",0
4445,"Indonesia Faces Long Road to Recovery After Earthquake and Tsunami Claim 2,000 Lives",1
4446,"After the Earthquake, Anchorage Goes Back to School",0
4447,4 things to know about California's strange earthquake drought,0
4448,Alaska quake prompts tsunami alert,1
4449,Lombok earthquake: Moment the quake struck caught on camera,0
4450,"Quake Hits Indonesia, and Deaths Are Reported",1
4451,"Hurricane Michael, Georgia, Stock Markets: Your Friday Briefing",1
4452,How Scientists Used a 1906 Photo to Find the Center of San Francisco's Most Infamous Earthquake,0
4453,"Review: After the Earthquake, a ‘Room’ Haunted by Memories",0
4454,"Mexico’s Government Is Blocking Its Own Anti-Corruption Drive, Commissioners Say",0
4455,Oxfam: Haiti's president condemns UK charity over scandal,0
4456,Huge Indonesia earthquake rocks Lombok island,1
4457,Papua New Guinea earthquake: Tens of thousands need urgent aid,0
4458,Watching the world ripple with an earthquake seismologist in Alaska,1
4459,Hawaii volcano eruption brings the state's worst earthquake in decades,1
4460,Buy This Italian Villa for $66,0
4461,Iran quake survivors endure second night without shelter,1
4462,This Playground in Tokyo Encourages Kids to Take Risks,0
4463,Powerful Earthquakes Strike Off Coast of Indonesia,1
4464,"Trump Taxes, Midterms, Earthquake: Your Tuesday Evening Briefing",0
